time_s,wheel_fl_rpm,wheel_fr_rpm,wheel_rl_rpm,wheel_rr_rpm,brake_pressure_fl_bar,brake_pressure_fr_bar,brake_pressure_rl_bar,brake_pressure_rr_bar,vehicle_speed_ref_kph,surface_type,road_mu,abs_active
0.049,145.54492849699866,145.54492849699866,145.54492849699866,145.54492849699866,73.6469724510323,73.6469724510323,73.6469724510323,73.6469724510323,99.608,dry,0.9,1
0.05,144.66347960914723,144.66347960914723,144.66347960914723,144.66347960914723,74.53110080186673,74.53110080186673,74.53110080186673,74.53110080186673,99.6,dry,0.9,1
0.051000000000000004,143.8088451236573,143.8088451236573,143.8088451236573,143.8088451236573,75.40295988507211,75.40295988507211,75.40295988507211,75.40295988507211,99.592,dry,0.9,1
0.052000000000000005,142.981355780024,142.981355780024,142.981355780024,142.981355780024,76.2623535360328,76.2623535360328,76.2623535360328,76.2623535360328,99.584,dry,0.9,1
0.053,142.18133140674286,142.18133140674286,142.18133140674286,142.18133140674286,77.10908839480294,77.10908839480294,77.10908839480294,77.10908839480294,99.576,dry,0.9,1
0.054,141.40908079512988,141.40908079512988,141.40908079512988,141.40908079512988,77.9429739496114,77.9429739496114,77.9429739496114,77.9429739496114,99.568,dry,0.9,1
0.055,140.66490157757536,140.66490157757536,140.66490157757536,140.66490157757536,78.76382257972628,78.76382257972628,78.76382257972628,78.76382257972628,99.56,dry,0.9,1
0.056,139.94908011028207,139.94908011028207,139.94908011028207,139.94908011028207,79.57144959766875,79.57144959766875,79.57144959766875,79.57144959766875,99.552,dry,0.9,1
0.057,139.26189136053225,139.26189136053225,139.26189136053225,139.26189136053225,80.36567329076689,80.36567329076689,80.36567329076689,80.36567329076689,99.544,dry,0.9,1
0.058,138.6035987985293,138.6035987985293,138.6035987985293,138.6035987985293,81.1463149620404,81.1463149620404,81.1463149620404,81.1463149620404,99.536,dry,0.9,1
0.059000000000000004,137.97445429385527,137.97445429385527,137.97445429385527,137.97445429385527,81.91319897040654,81.91319897040654,81.91319897040654,81.91319897040654,99.528,dry,0.9,1
0.06,137.3746980165853,137.3746980165853,137.3746980165853,137.3746980165853,82.66615277019866,82.66615277019866,82.66615277019866,82.66615277019866,99.52,dry,0.9,1
0.061,136.80455834309888,136.80455834309888,136.80455834309888,136.80455834309888,83.40500694998838,83.40500694998838,83.40500694998838,83.40500694998838,99.512,dry,0.9,1
0.062,136.26425176662295,136.26425176662295,136.26425176662295,136.26425176662295,84.12959527070217,84.12959527070217,84.12959527070217,84.12959527070217,99.504,dry,0.9,1
0.063,135.75398281254348,135.75398281254348,135.75398281254348,135.75398281254348,84.83975470302478,84.83975470302478,84.83975470302478,84.83975470302478,99.496,dry,0.9,1
0.064,135.27394395851792,135.27394395851792,135.27394395851792,135.27394395851792,85.53532546407986,85.53532546407986,85.53532546407986,85.53532546407986,99.488,dry,0.9,1
0.065,134.8243155594194,134.8243155594194,134.8243155594194,134.8243155594194,86.21615105338061,86.21615105338061,86.21615105338061,86.21615105338061,99.48,dry,0.9,1
0.066,134.40526577714311,134.40526577714311,134.40526577714311,134.40526577714311,86.88207828804164,86.88207828804164,86.88207828804164,86.88207828804164,99.472,dry,0.9,1
0.067,134.0169505153006,134.0169505153006,134.0169505153006,134.0169505153006,87.53295733724451,87.53295733724451,87.53295733724451,87.53295733724451,99.464,dry,0.9,1
0.068,133.65951335882866,133.65951335882866,133.65951335882866,133.65951335882866,88.16864175594904,88.16864175594904,88.16864175594904,88.16864175594904,99.456,dry,0.9,1
0.069,133.33308551853543,133.33308551853543,133.33308551853543,133.33308551853543,88.78898851784277,88.78898851784277,88.78898851784277,88.78898851784277,99.448,dry,0.9,1
0.07,133.03778578060525,133.03778578060525,133.03778578060525,133.03778578060525,89.39385804752136,89.39385804752136,89.39385804752136,89.39385804752136,99.44,dry,0.9,1
0.07100000000000001,132.77372046108184,132.77372046108184,132.77372046108184,132.77372046108184,89.9831142518924,89.9831142518924,89.9831142518924,89.9831142518924,99.432,dry,0.9,1
0.07200000000000001,132.540983365347,132.540983365347,132.540983365347,132.540983365347,90.5566245507958,90.5566245507958,90.5566245507958,90.5566245507958,99.424,dry,0.9,1
0.073,132.33965575261038,132.33965575261038,132.33965575261038,132.33965575261038,91.11425990683381,91.11425990683381,91.11425990683381,91.11425990683381,99.416,dry,0.9,1
0.074,132.16980630542395,132.16980630542395,132.16980630542395,132.16980630542395,91.65589485440381,91.65589485440381,91.65589485440381,91.65589485440381,99.408,dry,0.9,1
0.075,132.0314911042313,132.0314911042313,132.0314911042313,132.0314911042313,92.18140752792762,92.18140752792762,92.18140752792762,92.18140752792762,99.4,dry,0.9,1
0.076,131.92475360696363,131.92475360696363,131.92475360696363,131.92475360696363,92.69067968927065,92.69067968927065,92.69067968927065,92.69067968927065,99.392,dry,0.9,1
0.077,131.84962463368691,131.84962463368691,131.84962463368691,131.84962463368691,93.18359675434513,93.18359675434513,93.18359675434513,93.18359675434513,99.384,dry,0.9,1
0.078,131.80612235630775,131.80612235630775,131.80612235630775,131.80612235630775,93.66004781889086,93.66004781889086,93.66004781889086,93.66004781889086,99.376,dry,0.9,1
0.079,131.7942522933399,131.7942522933399,131.7942522933399,131.7942522933399,94.11992568342832,94.11992568342832,94.11992568342832,94.11992568342832,99.368,dry,0.9,1
0.08,131.81400730973354,131.81400730973354,131.81400730973354,131.81400730973354,94.5631268773781,94.5631268773781,94.5631268773781,94.5631268773781,99.36,dry,0.9,1
0.081,131.86536762176613,131.86536762176613,131.86536762176613,131.86536762176613,94.98955168234131,94.98955168234131,94.98955168234131,94.98955168234131,99.352,dry,0.9,1
0.082,131.94830080699234,131.94830080699234,131.94830080699234,131.94830080699234,95.39910415453579,95.39910415453579,95.39910415453579,95.39910415453579,99.344,dry,0.9,1
0.083,132.06276181924773,132.06276181924773,132.06276181924773,132.06276181924773,95.7916921463831,95.7916921463831,95.7916921463831,95.7916921463831,99.336,dry,0.9,1
0.084,132.2086930087001,132.2086930087001,132.2086930087001,132.2086930087001,96.16722732724126,96.16722732724126,96.16722732724126,96.16722732724126,99.328,dry,0.9,1
0.085,132.38602414693926,132.38602414693926,132.38602414693926,132.38602414693926,96.52562520327888,96.52562520327888,96.52562520327888,96.52562520327888,99.32,dry,0.9,1
0.08600000000000001,132.59467245709445,132.59467245709445,132.59467245709445,132.59467245709445,96.86680513648581,96.86680513648581,96.86680513648581,96.86680513648581,99.312,dry,0.9,1
0.08700000000000001,132.83454264896616,132.83454264896616,132.83454264896616,132.83454264896616,97.19069036281644,97.19069036281644,97.19069036281644,97.19069036281644,99.304,dry,0.9,1
0.088,133.10552695915862,133.10552695915862,133.10552695915862,133.10552695915862,97.49720800946122,97.49720800946122,97.49720800946122,97.49720800946122,99.296,dry,0.9,1
0.089,133.4075051961946,133.4075051961946,133.4075051961946,133.4075051961946,97.78628911124277,97.78628911124277,97.78628911124277,97.78628911124277,99.288,dry,0.9,1
0.09,133.7403447905948,133.7403447905948,133.7403447905948,133.7403447905948,98.05786862613273,98.05786862613273,98.05786862613273,98.05786862613273,99.28,dry,0.9,1
0.091,134.10390084990058,134.10390084990058,134.10390084990058,134.10390084990058,98.31188544988596,98.31188544988596,98.31188544988596,98.31188544988596,99.272,dry,0.9,1
0.092,134.49801621861715,134.49801621861715,134.49801621861715,134.49801621861715,98.54828242978877,98.54828242978877,98.54828242978877,98.54828242978877,99.264,dry,0.9,1
0.093,134.92252154305268,134.92252154305268,134.92252154305268,134.92252154305268,98.76700637751797,98.76700637751797,98.76700637751797,98.76700637751797,99.256,dry,0.9,1
0.094,135.37723534102642,135.37723534102642,135.37723534102642,135.37723534102642,98.96800808110802,98.96800808110802,98.96800808110802,98.96800808110802,99.248,dry,0.9,1
0.095,135.8619640764171,135.8619640764171,135.8619640764171,135.8619640764171,99.15124231602363,99.15124231602363,99.15124231602363,99.15124231602363,99.24,dry,0.9,1
0.096,136.37650223852154,136.37650223852154,136.37650223852154,136.37650223852154,99.31666785533491,99.31666785533491,99.31666785533491,99.31666785533491,99.232,dry,0.9,1
0.097,136.9206324261898,136.9206324261898,136.9206324261898,136.9206324261898,99.46424747899344,99.46424747899344,99.46424747899344,99.46424747899344,99.224,dry,0.9,1
0.098,137.494125436704,137.494125436704,137.494125436704,137.494125436704,99.59394798220647,99.59394798220647,99.59394798220647,99.59394798220647,99.216,dry,0.9,1
0.099,138.09674035936308,138.09674035936308,138.09674035936308,138.09674035936308,99.70574018290796,99.70574018290796,99.70574018290796,99.70574018290796,99.208,dry,0.9,1
0.1,138.72822467373632,138.72822467373632,138.72822467373632,138.72822467373632,99.79959892832436,99.79959892832436,99.79959892832436,99.79959892832436,99.2,dry,0.9,1
0.101,139.3883143525446,139.3883143525446,139.3883143525446,139.3883143525446,99.87550310063392,99.87550310063392,99.87550310063392,99.87550310063392,99.192,dry,0.9,1
0.10200000000000001,140.07673396912872,140.07673396912872,140.07673396912872,140.07673396912872,99.93343562171808,99.93343562171808,99.93343562171808,99.93343562171808,99.184,dry,0.9,1
0.10300000000000001,140.79319680945977,140.79319680945977,140.79319680945977,140.79319680945977,99.97338345700402,99.97338345700402,99.97338345700402,99.97338345700402,99.176,dry,0.9,1
0.10400000000000001,141.53740498864693,141.53740498864693,141.53740498864693,141.53740498864693,99.9953376183973,99.9953376183973,99.9953376183973,99.9953376183973,99.168,dry,0.9,1
0.105,142.30904957189497,142.30904957189497,142.30904957189497,142.30904957189497,99.99929316630426,99.99929316630426,99.99929316630426,99.99929316630426,99.16,dry,0.9,1
0.106,143.10781069986234,143.10781069986234,143.10781069986234,143.10781069986234,99.98524921074326,99.98524921074326,99.98524921074326,99.98524921074326,99.152,dry,0.9,1
0.107,143.9333577183694,143.9333577183694,143.9333577183694,143.9333577183694,99.9532089115451,99.9532089115451,99.9532089115451,99.9532089115451,99.144,dry,0.9,1
0.108,144.78534931240316,144.78534931240316,144.78534931240316,144.78534931240316,99.90317947764193,99.90317947764193,99.90317947764193,99.90317947764193,99.136,dry,0.9,1
0.109,145.66343364436597,145.66343364436597,145.66343364436597,145.66343364436597,99.83517216544527,99.83517216544527,99.83517216544527,99.83517216544527,99.128,dry,0.9,1
0.11,146.56724849651005,146.56724849651005,146.56724849651005,146.56724849651005,99.74920227631351,99.74920227631351,99.74920227631351,99.74920227631351,99.12,dry,0.9,1
0.111,147.49642141750218,147.49642141750218,147.49642141750218,147.49642141750218,99.64528915310899,99.64528915310899,99.64528915310899,99.64528915310899,99.112,dry,0.9,1
0.112,148.45056987305804,148.45056987305804,148.45056987305804,148.45056987305804,99.52345617584608,99.52345617584608,99.52345617584608,99.52345617584608,99.104,dry,0.9,1
0.113,149.42930140058542,149.42930140058542,149.42930140058542,149.42930140058542,99.38373075643065,99.38373075643065,99.38373075643065,99.38373075643065,99.096,dry,0.9,1
0.114,150.4322137677742,150.4322137677742,150.4322137677742,150.4322137677742,99.22614433249264,99.22614433249264,99.22614433249264,99.22614433249264,99.088,dry,0.9,1
0.115,151.45889513506907,151.45889513506907,151.45889513506907,151.45889513506907,99.05073236031261,99.05073236031261,99.05073236031261,99.05073236031261,99.08,dry,0.9,1
0.116,152.50892422195852,152.50892422195852,152.50892422195852,152.50892422195852,98.85753430684429,98.85753430684429,98.85753430684429,98.85753430684429,99.072,dry,0.9,1
0.117,153.58187047701415,153.58187047701415,153.58187047701415,153.58187047701415,98.64659364083464,98.64659364083464,98.64659364083464,98.64659364083464,99.064,dry,0.9,1
0.11800000000000001,154.67729425161073,154.67729425161073,154.67729425161073,154.67729425161073,98.41795782304364,98.41795782304364,98.41795782304364,98.41795782304364,99.056,dry,0.9,1
0.11900000000000001,155.79474697725706,155.79474697725706,155.79474697725706,155.79474697725706,98.17167829556573,98.17167829556573,98.17167829556573,98.17167829556573,99.048,dry,0.9,1
0.12,156.9337713464672,156.9337713464672,156.9337713464672,156.9337713464672,97.90781047025563,97.90781047025563,97.90781047025563,97.90781047025563,99.04,dry,0.9,1
0.121,158.09390149709714,158.09390149709714,158.09390149709714,158.09390149709714,97.6264137162608,97.6264137162608,97.6264137162608,97.6264137162608,99.032,dry,0.9,1
0.122,159.27466320007468,159.27466320007468,159.27466320007468,159.27466320007468,97.3275513466638,97.3275513466638,97.3275513466638,97.3275513466638,99.024,dry,0.9,1
0.123,160.4755740504452,160.4755740504452,160.4755740504452,160.4755740504452,97.01129060423698,97.01129060423698,97.01129060423698,97.01129060423698,99.016,dry,0.9,1
0.124,161.69614366165766,161.69614366165766,161.69614366165766,161.69614366165766,96.67770264631314,96.67770264631314,96.67770264631314,96.67770264631314,99.008,dry,0.9,1
0.125,162.9358738630117,162.9358738630117,162.9358738630117,162.9358738630117,96.32686252877551,96.32686252877551,96.32686252877551,96.32686252877551,99.0,dry,0.9,1
0.126,164.19425890018667,164.19425890018667,164.19425890018667,164.19425890018667,95.95884918917044,95.95884918917044,95.95884918917044,95.95884918917044,98.992,dry,0.9,1
0.127,165.47078563877193,165.47078563877193,165.47078563877193,165.47078563877193,95.5737454289468,95.5737454289468,95.5737454289468,95.5737454289468,98.984,dry,0.9,1
0.128,166.76493377071665,166.76493377071665,166.76493377071665,166.76493377071665,95.17163789482599,95.17163789482599,95.17163789482599,95.17163789482599,98.976,dry,0.9,1
0.129,168.07617602361535,168.07617602361535,168.07617602361535,168.07617602361535,94.75261705930681,94.75261705930681,94.75261705930681,94.75261705930681,98.968,dry,0.9,1
0.13,169.403978372746,169.403978372746,169.403978372746,169.403978372746,94.31677720030953,94.31677720030953,94.31677720030953,94.31677720030953,98.96,dry,0.9,1
0.131,170.74780025577473,170.74780025577473,170.74780025577473,170.74780025577473,93.86421637996375,93.86421637996375,93.86421637996375,93.86421637996375,98.952,dry,0.9,1
0.132,172.1070947900409,172.1070947900409,172.1070947900409,172.1070947900409,93.39503642254479,93.39503642254479,93.39503642254479,93.39503642254479,98.944,dry,0.9,1
0.133,173.48130899233539,173.48130899233539,173.48130899233539,173.48130899233539,92.90934289156374,92.90934289156374,92.90934289156374,92.90934289156374,98.936,dry,0.9,1
0.134,174.8698840010839,174.8698840010839,174.8698840010839,174.8698840010839,92.40724506601607,92.40724506601607,92.40724506601607,92.40724506601607,98.928,dry,0.9,1
0.135,176.27225530084544,176.27225530084544,176.27225530084544,176.27225530084544,91.88885591579432,91.88885591579432,91.88885591579432,91.88885591579432,98.92,dry,0.9,1
0.136,177.68785294903662,177.68785294903662,177.68785294903662,177.68785294903662,91.35429207627037,91.35429207627037,91.35429207627037,91.35429207627037,98.912,dry,0.9,1
0.137,179.11610180478965,179.11610180478965,179.11610180478965,179.11610180478965,90.8036738220529,90.8036738220529,90.8036738220529,90.8036738220529,98.904,dry,0.9,1
0.138,180.55642175985346,180.55642175985346,180.55642175985346,180.55642175985346,90.23712503992624,90.23712503992624,90.23712503992624,90.23712503992624,98.896,dry,0.9,1
0.139,182.008227971444,182.008227971444,182.008227971444,182.008227971444,89.65477320097625,89.65477320097625,89.65477320097625,89.65477320097625,98.888,dry,0.9,1
0.14,183.47093109695098,183.47093109695098,183.47093109695098,183.47093109695098,89.0567493319099,89.0567493319099,89.0567493319099,89.0567493319099,98.88,dry,0.9,1
0.14100000000000001,184.94393753040674,184.94393753040674,184.94393753040674,184.94393753040674,88.44318798557484,88.44318798557484,88.44318798557484,88.44318798557484,98.872,dry,0.9,1
0.14200000000000002,186.42664964062214,186.42664964062214,186.42664964062214,186.42664964062214,87.81422721068557,87.81422721068557,87.81422721068557,87.81422721068557,98.864,dry,0.9,1
0.14300000000000002,187.91846601089432,187.91846601089432,187.91846601089432,187.91846601089432,87.170008520763,87.170008520763,87.170008520763,87.170008520763,98.856,dry,0.9,1
0.14400000000000002,189.4187816801898,189.4187816801898,189.4187816801898,189.4187816801898,86.51067686229464,86.51067686229464,86.51067686229464,86.51067686229464,98.848,dry,0.9,1
0.145,190.92698838570618,190.92698838570618,190.92698838570618,190.92698838570618,85.83638058212209,85.83638058212209,85.83638058212209,85.83638058212209,98.84,dry,0.9,1
0.146,192.44247480671606,192.44247480671606,192.44247480671606,192.44247480671606,85.14727139406368,85.14727139406368,85.14727139406368,85.14727139406368,98.832,dry,0.9,1
0.147,193.96462680959388,193.96462680959388,193.96462680959388,193.96462680959388,84.44350434477958,84.44350434477958,84.44350434477958,84.44350434477958,98.824,dry,0.9,1
0.148,195.4928276939288,195.4928276939288,195.4928276939288,195.4928276939288,83.72523777888694,83.72523777888694,83.72523777888694,83.72523777888694,98.816,dry,0.9,1
0.149,197.02645843962452,197.02645843962452,197.02645843962452,197.02645843962452,82.99263330333287,82.99263330333287,82.99263330333287,82.99263330333287,98.808,dry,0.9,0
0.15,198.56489795488687,198.56489795488687,198.56489795488687,198.56489795488687,82.2458557510337,82.2458557510337,82.2458557510337,82.2458557510337,98.8,dry,0.9,0
0.151,200.10752332500007,200.10752332500007,200.10752332500007,200.10752332500007,81.4850731437883,81.4850731437883,81.4850731437883,81.4850731437883,98.792,dry,0.9,0
0.152,201.65371006179205,201.65371006179205,201.65371006179205,201.65371006179205,80.71045665447376,80.71045665447376,80.71045665447376,80.71045665447376,98.784,dry,0.9,0
0.153,203.20283235368834,203.20283235368834,203.20283235368834,203.20283235368834,79.92218056853227,79.92218056853227,79.92218056853227,79.92218056853227,98.776,dry,0.9,0
0.154,204.75426331625576,204.75426331625576,204.75426331625576,204.75426331625576,79.12042224475766,79.12042224475766,79.12042224475766,79.12042224475766,98.768,dry,0.9,0
0.155,206.30737524313338,206.30737524313338,206.30737524313338,206.30737524313338,78.3053620753904,78.3053620753904,78.3053620753904,78.3053620753904,98.76,dry,0.9,0
0.156,207.86153985725304,207.86153985725304,207.86153985725304,207.86153985725304,77.4771834455301,77.4771834455301,77.4771834455301,77.4771834455301,98.752,dry,0.9,0
0.157,209.41612856224654,209.41612856224654,209.41612856224654,209.41612856224654,76.63607269187457,76.63607269187457,76.63607269187457,76.63607269187457,98.744,dry,0.9,0
0.158,210.97051269394024,210.97051269394024,210.97051269394024,210.97051269394024,75.78221906079503,75.78221906079503,75.78221906079503,75.78221906079503,98.736,dry,0.9,0
0.159,212.52406377183604,212.52406377183604,212.52406377183604,212.52406377183604,74.91581466575624,74.91581466575624,74.91581466575624,74.91581466575624,98.728,dry,0.9,0
0.16,214.07615375047774,214.07615375047774,214.07615375047774,214.07615375047774,74.03705444409208,74.03705444409208,74.03705444409208,74.03705444409208,98.72,dry,0.9,0
0.161,215.62615527060356,215.62615527060356,215.62615527060356,215.62615527060356,73.14613611314508,73.14613611314508,73.14613611314508,73.14613611314508,98.712,dry,0.9,0
0.162,217.17344190998216,217.17344190998216,217.17344190998216,217.17344190998216,72.24326012578118,72.24326012578118,72.24326012578118,72.24326012578118,98.704,dry,0.9,0
0.163,218.7173884338347,218.7173884338347,218.7173884338347,218.7173884338347,71.3286296252886,71.3286296252886,71.3286296252886,71.3286296252886,98.696,dry,0.9,0
0.164,220.25737104474027,220.25737104474027,220.25737104474027,220.25737104474027,70.40245039967138,70.40245039967138,70.40245039967138,70.40245039967138,98.688,dry,0.9,0
0.165,221.79276763192578,221.79276763192578,221.79276763192578,221.79276763192578,69.46493083534794,69.46493083534794,69.46493083534794,69.46493083534794,98.68,dry,0.9,0
0.166,223.3229580198418,223.3229580198418,223.3229580198418,223.3229580198418,68.51628187026517,68.51628187026517,68.51628187026517,68.51628187026517,98.672,dry,0.9,0
0.167,224.8473242159229,224.8473242159229,224.8473242159229,224.8473242159229,67.55671694643812,67.55671694643812,67.55671694643812,67.55671694643812,98.664,dry,0.9,0
